3331|5323
4011|1515
3744|2371
5345|3633
3129|1774
89|5342
89|5345
2486|505
2486|501
4712|4464
70|3555
1832|206
311|2598
840|444
311|982
1012|2791
4743|4861
4984|3259
2899|4428
206|1348
5262|4998
3656|2237
2237|2001
2237|2002
4743|1332
4743|1333
2237|2009
2020|4984
2352|2646
4416|3936
4416|3935
1913|1868
2453|853
774|1957
1829|4998
1957|5184
4700|1945
3653|829
2009|3813
1515|3900
1515|3905
1515|3909
2832|2832
1681|1268
505|1193
505|1194
505|1196
444|2007
444|2002
444|2001
2002|1858
444|2009
4850|897
3090|3183
3090|3181
3090|3185
3090|3184
1785|1410
5433|102
3165|4464
1497|829
346|102
482|4886
4416|3513
1187|97
70|2930
1998|1858
753|378
1832|1953
2608|505
1126|2802
1594|4256
1372|2531
4320|3755
1353|2628
1099|3525
1858|1811
1858|1815
1858|1817
2237|3573
3485|3331
5049|4439
974|172
2222|4416
731|1584
336|2271
4122|1035
336|2279
1945|3331
453|2531
3157|5411
3356|1594
766|5411
2704|2802
181|865
505|5383
4473|3392
1034|3755
296|102
4195|336
336|4864
5345|1098
4056|2486
89|4778
3519|738
3519|4754
324|5411
3652|4998
4024|829
1412|1391
3626|647
3241|3089
2237|3259
1795|2359
3477|4886
4704|3331
3510|4056
1040|4754
947|2322
4063|5412
4063|5411
751|3331
3393|3727
1149|4483
4332|4754
309|1594
3139|102
4054|4464
4464|4561
641|4743
2628|3626
2791|990
2791|992
20|1804
20|1802
378|2359
2382|1348
758|1398
284|2531
5345|2930
97|4754
2188|2531
378|1075
881|3868
881|3860
3622|2531
2621|558
4998|1740
3331|5225
672|5323
939|829
1584|1837
3626|70
2395|1515
3755|2614
1868|2099
2888|829
1584|2567
4008|1868
2791|2802
2791|2801
2760|2009
379|829
3336|2905
3755|661
3755|665
1348|2791
2811|1832
1837|3090
2646|2834
2646|2835
4082|4464
4225|247
192|4325
901|4501
722|829
2220|4610
2220|4617
247|4258
58|4165
2531|2330
2531|2334
2646|1714
2646|1717
2646|1713
4518|3090
1279|2958
3706|3573
2604|829
2009|3819
4731|2598
2652|3755
2818|4743
3157|1187
1193|726
1244|2220
1740|2802
394|1515
5041|4464
3935|180
301|301
2220|3936
2220|3935
4439|432
444|3129
444|3126
444|3124
444|3125
3510|444
351|180
288|5461
2608|4538
1268|2888
1214|1646
102|4544
247|278
247|271
247|277
247|276
444|1180
444|1181
444|1187
1019|1646
777|70
1494|3477
494|947
2382|3090
1785|938
262|3755
1984|844
2371|268
3860|2646
1567|50
1850|1832
5342|2531
182|3124
1804|1317
4766|2598
3011|5411
4603|1633
809|2519
1584|4276
1187|3891
1187|3895
1187|3897
4998|1333
2279|316
4464|1389
703|444
4021|1187
336|1372
336|1375
2899|3623
3681|3752
3681|3755
1431|1956
3755|3041
3755|3042
3755|3046
3755|3048
346|1099
1450|4464
641|3633
3738|2237
1717|2986
881|3393
4578|444
2150|1646
2466|829
2570|829
5411|1023
247|1481
247|1482
5411|1024
247|1489
5411|1029
740|3331
140|1514
140|1515
509|1797
901|1774
1365|3169
1187|1667
505|895
505|896
505|897
2802|628
2531|1729
2531|1723
2531|1721
2531|1725
5184|2220
1635|829
5411|2708
1368|3349
1472|1594
3847|3847
3847|3845
1187|4994
109|1115
5412|2608
1858|2486
1858|2488
4867|829
1529|444
1741|1515
4892|829
1103|505
144|829
444|4538
444|4531
444|4535
444|4536
3372|829
1595|3124
2791|3501
1595|3129
337|1514
337|1515
3089|4984
311|4464
855|829
4019|20
265|4998
3702|829
2646|2788
1832|2050
901|505
1868|3702
1868|3706
1187|93
4341|829
70|2935
2708|4464
3773|148
4154|4154
3420|3090
1832|5336
311|1149
4235|1858
4283|3755
2334|1938
1284|3727
541|3475
2245|378
3573|2264
1149|3727
1868|4861
1868|4864
683|3497
382|444
3070|1605
1098|390
844|2257
844|2253
3169|2182
3506|1858
2440|1099
4485|4416
1594|4258
2503|4886
154|1431
2371|1985
4743|3214
1252|1410
4728|558
3573|633
3573|638
2088|1099
2088|1098
2182|1187
885|1858
118|4122
277|3070
4165|641
2065|4754
829|974
829|975
829|976
829|971
829|972
829|973
829|979
3473|388
3702|4416
829|1133
829|1130
829|1131
829|1137
829|1134
829|1135
829|1138
829|1139
2220|4321
4666|2220
4464|2036
393|2652
2693|3519
4778|809
336|4743
2253|5214
4994|1785
3167|2531
1098|1149
3831|2486
1098|1143
3165|2220
1099|516
1099|515
1099|514
3727|1187
3727|1181
2646|4056
4063|1774
4127|4325
1040|3124
1707|2237
805|3633
2349|444
1679|809
1085|2531
2486|2646
3089|1372
1487|5461
2441|4998
2165|1832
686|70
3210|2009
1515|3584
3249|5461
1795|358
646|2802
102|1639
4056|284
2646|3335
2646|3336
4056|288
2646|3331
2834|5461
1664|247
1593|444
3436|2791
4464|2197
4384|505
852|2531
3699|4998
1866|1868
2531|5384
2608|336
1679|1584
1895|1868
3767|829
1284|4734
2421|2531
3349|844
1989|829
2897|829
1383|4192
494|2646
4358|2531
1560|3727
3853|1410
838|247
4743|109
4953|511
1137|1078
1137|1075
505|4697
2531|4093
1024|444
1295|1099
3612|4204
3349|4898
2608|3331
3953|674
3953|672
1653|4754
3102|4791
1908|247
4743|252
1305|2531
318|3573
829|3228
829|3229
829|3224
829|3226
829|3227
829|3221
829|3222
829|3223
389|558
2009|380
2009|381
2009|382
2009|384
2009|385
2009|386
2009|387
2009|388
5127|444
3680|1284
3680|1287
865|212
835|180
2220|5270
2220|5277
2220|5275
3519|1832
2598|1791
2598|1797
2598|1795
829|1881
2472|3845
1850|2531
2770|177
2093|3090
1410|4680
982|4712
2958|1084
1780|829
444|3415
4700|1002
1858|4864
1858|4861
5167|247
3199|3895
4056|1019
30|444
2737|378
829|5227
255|4754
1809|444
4039|378
1515|901
1515|903
1515|902
1515|909
1137|265
647|2997
2495|3755
647|2995
3727|5411
3727|5412
1746|2147
1115|1515
770|1098
770|1099
2182|2598
2621|5461
1713|1858
4063|122
247|5407
3090|1075
3090|1071
776|444
3070|881
2237|253
2237|255
2237|258
4501|3336
638|444
1287|809
3394|505
748|102
1717|4743
4599|829
4054|2220
97|3845
1311|3090
676|829
1039|1515
3256|336
2997|5411
362|1099
362|1098
3702|70
3727|390
4976|2802
1858|464
1858|463
2508|247
3527|154
3391|4754
4983|829
4998|3285
180|799
5115|3124
5115|3129
3169|3602
5072|1858
3525|29
3525|20
1137|2284
2237|2187
2237|2181
2561|1099
2371|1681
4054|4063
1514|2621
3860|140
5048|1187
871|2531
2695|4416
829|5479
3124|5390
3112|3214
1514|1832
3802|1149
4127|1858
3526|829
1474|4743
5345|1002
2220|2001
5345|1007
2220|2009
982|3349
85|3854
3727|2001
3727|2009
3166|70
990|722
482|2220
4344|1868
2237|5383
2237|5382
4464|2418
4464|2416
4464|2413
4063|5372
444|727
4967|2802
4322|1099
444|2667
4403|829
3089|897
3463|3331
1533|2220
2359|5072
2621|4276
2621|4273
646|1984
1504|1515
4464|1338
4464|1334
4464|1332
4464|1333
954|3727
70|2392
70|2390
3199|2899
70|2397
2930|102
22|4416
763|3773
353|4339
4416|844
1187|1693
1187|1694
5411|3739
1284|1646
5234|444
2598|4365
3079|444
241|4743
1494|5231
1099|4603
2256|829
2557|3727
4998|5159
3425|1410
1315|444
3542|102
5389|829
482|444
440|2531
2891|1233
2680|4464
1858|4754
2371|2433
529|102
5461|1023
2629|829
108|247
3815|1858
181|247
3633|2271
4754|4770
4754|4778
5420|1515
1400|3513
2561|2220
852|1494
4097|829
2226|3752
3526|29
3199|938
3715|829
4465|2802
3681|1187
673|4464
5492|1515
3959|2684
865|881
1440|938
372|2791
3828|774
486|444
1372|4626
2220|3259
2220|3256
1514|5345
1515|4734
1515|4731
1515|4730
1584|1279
2477|2888
4056|5411
254|1515
2009|2020
2009|2021
2009|2024
4464|3649
4464|3642
4464|3647
288|3331
265|2791
4464|4345
4464|4347
4464|4341
90|829
102|2472
102|2477
2598|4856
2791|770
2791|774
1279|1705
2009|4856
1498|947
20|1268
1983|1858
829|3437
829|3436
1943|509
1943|505
138|4464
2866|4464
4886|582
4886|580
4886|586
479|4626
2271|505
505|1244
1385|1858
2187|2371
2791|4898
388|2899
5411|2388
5411|2384
5411|2382
947|4770
947|4778
947|4779
3100|3090
4501|881
4700|3828
1858|2009
1858|2002
1858|2001
2916|180
1868|5115
554|172
4998|1858
