	no	0.9775208928751233	yes	0.022479107124876604
	no	0.9937210652576564	yes	0.006278934742343691
	no	1.0	yes	1.193949262073347E-25
	no	0.9999999999999998	yes	2.2286034619524716E-16
	no	0.9913356655683311	yes	0.00866433443166898
	no	0.9995589079314434	yes	4.4109206855650035E-4
	no	2.7338345524538903E-12	yes	0.9999999999972662
	no	1.0	yes	4.0276904698275013E-28
	no	0.9980072011050206	yes	0.0019927988949795293
	no	0.9999971787246633	yes	2.821275336778893E-6
	no	1.0	yes	3.702615122903415E-127
	no	0.9999999948325053	yes	5.167494686982333E-9
	no	1.0	yes	1.5309365239013905E-20
	no	1.0	yes	3.5237229079407654E-18
	no	1.0	yes	7.445977168605142E-29
	no	1.0	yes	1.3543860678763351E-24
	no	1.0	yes	2.90958556240849E-73
	no	0.9999999998864453	yes	1.1355464511207363E-10
	no	0.9999999999998679	yes	1.3201171244805614E-13
	no	1.0	yes	9.457117128084904E-21
	no	1.0	yes	1.0710918167714068E-46
	no	0.9999999993324373	yes	6.675626380286019E-10
	no	1.0	yes	2.016112849737791E-31
	no	0.9999999999998153	yes	1.8481693083525484E-13
	no	0.9999999999963272	yes	3.672945162281659E-12
	no	1.0	yes	3.4898780453033545E-25
	no	1.0	yes	8.740850287042448E-24
	no	1.0	yes	2.0129901119517794E-26
	no	0.9999999955654764	yes	4.434523676968048E-9
	no	1.0	yes	2.8108928038317826E-48
	no	1.0	yes	2.0129901119517794E-26
	no	0.9999999986584567	yes	1.3415434283177573E-9
	no	1.0	yes	6.989207195138885E-59
	no	0.9999841369543145	yes	1.5863045685512733E-5
	no	1.0	yes	5.976956188684934E-18
	no	4.964187027362978E-5	yes	0.9999503581297263
	no	0.9999999999993132	yes	6.86773818226626E-13
	no	1.0	yes	4.27040849258057E-23
	no	1.0	yes	2.3518445813689128E-32
	no	0.9999996489825203	yes	3.5101747977519417E-7
	no	0.9788417784938351	yes	0.021158221506164743
	no	0.9999999999905997	yes	9.40031064421698E-12
	no	1.0	yes	4.258623992507202E-22
	no	1.0	yes	2.3518445813689128E-32
	no	0.9999999896696877	yes	1.0330312375255839E-8
	no	1.0	yes	4.2138428341030307E-50
	no	1.0	yes	1.3477693443934446E-20
	no	0.9999999964166124	yes	3.583387513565468E-9
	no	1.0	yes	2.0615358745437065E-27
	no	1.0	yes	1.9319717222121832E-21
	no	1.0	yes	2.2444239630593405E-67
	no	0.9999999999999862	yes	1.3864445074324278E-14
	no	0.9999983512568554	yes	1.6487431445433246E-6
	no	0.999999999693326	yes	3.066739919106189E-10
	no	1.0	yes	2.188062054396252E-19
	no	1.0	yes	4.66597625235112E-21
	no	1.0	yes	1.8944673421630423E-22
	no	0.9999999998904769	yes	1.0952300094704879E-10
	no	1.0	yes	2.5919238481341232E-23
	no	1.0	yes	3.8026264732484086E-51
	no	1.0	yes	2.5208389704537166E-25
	no	0.9999999996183242	yes	3.8167576516390767E-10
	no	1.0	yes	7.133400943511641E-46
	no	0.9999999988098307	yes	1.1901692882963268E-9
	no	0.9999991378087483	yes	8.621912517795087E-7
	no	0.999999999999865	yes	1.3492803059960659E-13
	no	1.0	yes	5.50638167063393E-62
	no	0.9999999999999998	yes	2.3208310127050323E-16
	no	1.0	yes	1.275962569940986E-18
	no	0.9999995918297856	yes	4.0817021455489813E-7
