	9	1.8634696387342383E-4	6	0.9734581164370376	4	5.989667387724831E-4	5	3.4207456993215165E-4	8	0.010642779207276833	1	3.229769859879507E-4	12	3.818402986761294E-4	7	0.012630583258215524	11	2.0082636159470614E-4	2	6.53162490488789E-4	3	3.5640010693542556E-4	10	2.8065987058149208E-5	13	2.959943482930327E-5	14	1.682611593216124E-4
	9	0.9390838513864735	6	0.0011103050358050022	4	1.6578751527516667E-4	5	0.040515752456623276	8	7.984999007862784E-4	1	0.002763446139631271	12	4.891908034744235E-4	7	0.011926037561253551	11	0.00261361327734815	2	5.6491371827916525E-5	3	1.0211571249132213E-4	10	2.820025961835436E-4	13	4.868077338010734E-5	14	4.4225469446645596E-5
	9	0.9640103644200541	6	0.0020104493358308224	4	1.1846305012462095E-4	5	0.009360860675854371	8	4.725362350836352E-4	1	0.0023429051092790755	12	6.564027637097671E-4	7	0.017838271066826828	11	0.002569152745077203	2	1.4457919291715858E-4	3	1.0065210125046417E-4	10	2.5831364925766324E-4	13	5.360680519773262E-5	14	6.344284953654546E-5
	9	6.140113904158318E-5	6	0.9943661656632286	4	2.052038976211684E-4	5	1.1701321368185921E-4	8	0.002057912212253692	1	1.0878390289567114E-4	12	1.2923714718345407E-4	7	0.002496728439479153	11	3.96056314191853E-5	2	2.2326930898527615E-4	3	1.2080536354561511E-4	10	9.098526904192632E-6	13	9.597944719328341E-6	14	5.5177609041220536E-5
	9	1.2051655550714537E-4	6	0.9879822009891384	4	4.2609399876055945E-4	5	2.3508361517692315E-4	8	0.0027495154006134254	1	2.211052860708933E-4	12	2.621145977128559E-4	7	0.00707004815205479	11	7.938426163372736E-5	2	4.646812472849834E-4	3	2.466119940665052E-4	10	1.733448063359003E-5	13	1.828615735654065E-5	14	1.0702326398977769E-4
	9	0.04469396680199375	6	1.8566131655726897E-4	4	1.5061733973560076E-4	5	3.6508193244680224E-4	8	0.26200015167453233	1	3.559363330841024E-4	12	4.4814868212157195E-4	7	0.6888433379846455	11	0.0025433333694487048	2	4.4292979792814104E-5	3	9.102585407841281E-5	10	8.205627831690956E-5	13	1.1405334316575834E-4	14	8.233611008047626E-5
	9	0.02427231322080175	6	1.7513684987411108E-4	4	1.3887373049362075E-4	5	3.560231189861918E-4	8	0.31916312870614705	1	3.473405697752123E-4	12	4.3434743360342863E-4	7	0.6530595830275567	11	0.0016723971061935316	2	4.0360863469527995E-5	3	8.332438046569885E-5	10	7.587794329456758E-5	13	1.0584206540092757E-4	14	7.545098393773567E-5
	9	7.763341723954955E-4	6	0.004508587744143058	4	0.00829675028129434	5	0.9562752262518086	8	0.005063887215502445	1	0.0024594491299682296	12	0.003013162375373747	7	0.007214017651701956	11	1.643420749349883E-4	2	0.007106707976785476	3	0.003909699989471391	10	1.16623096838323E-4	13	1.1938894176441456E-4	14	9.758230980178707E-4
	9	1.0099683341380285E-4	6	0.9893927305216089	4	3.421986762674954E-4	5	1.9312018884759408E-4	8	0.0038988866435194793	1	1.801298498535738E-4	12	2.1378402959176804E-4	7	0.004919547002493659	11	6.499687736645692E-5	2	3.723022642980223E-4	3	2.0038867047639204E-4	10	1.4840853118239525E-5	13	1.565433759029481E-5	14	9.042325155423004E-5
	9	1.4427701626532115E-4	6	0.9848469559614249	4	5.127875435941884E-4	5	2.8174618930222747E-4	8	0.003427099995769243	1	2.651997131221882E-4	12	3.1419318489495383E-4	7	0.009087654880153343	11	9.481456677400352E-5	2	5.588845491994883E-4	3	2.9598820280180157E-4	10	2.06795578205453E-5	13	2.1813818768439698E-5	14	1.2790482010942734E-4
